price,condition,grade,sqft_above,sqft_basement,sqft_living15
540000,3,7,1960,0,1920
691000,3,8,1700,850,2550
760500,5,7,1130,860,1710
685000,3,9,3550,0,3550
199129,4,6,860,0,1290
335000,3,9,2031,0,2390
305100,4,8,1590,0,2780
830000,4,9,3010,0,2480
810000,3,10,2610,0,3140
500000,3,8,1180,260,1440
490000,4,7,960,960,1190
490000,3,7,1670,0,1340
272000,4,7,1030,360,1800
280000,4,7,2140,0,1890
233000,3,7,1250,0,1490
275000,4,7,1080,0,1200
375000,3,9,2110,650,2030
445000,3,8,2180,0,2190
437500,3,8,1260,0,1360
426250,4,7,1510,100,1430
358000,4,7,2450,0,1560
1.18E+06,3,11,4150,0,3330
305000,3,5,960,0,1620
415000,3,8,1340,0,1350
520000,3,7,2400,600,1420
733000,3,9,3080,0,2950
411500,4,7,1130,0,1570
540000,4,6,1760,520,1850
270500,4,7,1652,300,1400
422250,3,8,1200,80,1390
655000,5,9,3690,0,2290
1.20E+06,3,11,3310,1300,4042
550000,3,9,2920,0,2360
460000,3,8,1020,210,1270
159075,3,6,790,790,1320
470000,4,6,1220,0,1580
235000,3,6,1020,0,1530
309950,4,7,1510,0,1590
433000,4,7,1010,820,1910
895000,3,8,1650,1100,2490
291000,4,7,1140,720,2170
835000,3,9,2720,0,2760
640000,3,7,1200,160,1540
438000,3,8,1340,1000,2340
540000,3,8,2600,0,2830
325000,3,7,1090,1000,1260
380000,5,7,1360,900,1410
510000,3,7,930,460,1710
380000,3,8,2300,0,2320
825000,4,8,1710,1100,2800
880000,4,9,4060,0,3100
1.80E+06,4,10,2370,420,3140
790000,3,7,1290,0,1630
287000,4,6,720,0,790
509000,3,7,1570,560,1638
270000,3,7,1350,400,2020
210000,3,6,960,0,1460
415000,5,8,1570,0,2010
550000,5,9,1720,1350,2020
1.25E+06,3,10,2030,890,3790
499950,3,7,1120,750,1650
659000,3,8,1540,0,1590
265000,3,7,1440,0,1440
492000,4,8,2070,740,2370
715000,3,8,1250,1200,2450
175000,3,6,1330,0,1210
975000,3,9,2430,700,3200
306950,4,5,730,0,1630
630000,4,7,1470,1010,1500
367500,5,7,1270,0,1780
699950,4,8,1430,800,2070
1.00E+06,3,9,2220,660,1910
285000,3,8,2434,0,2434
215000,3,7,1000,120,1560
1.05E+06,3,11,4080,0,3520
1.37E+06,5,10,1960,1760,2900
235000,4,6,1010,420,1290
604000,3,7,790,770,1450
750000,3,8,1460,240,2010
800000,4,9,2200,310,3110
580000,4,6,1400,1200,1700
350000,3,6,790,0,1070
353750,3,7,1320,390,1880
1.10E+06,5,8,1470,1190,3280
465000,4,7,1470,0,1460
568000,3,8,1780,570,1700
1.01E+06,4,8,2440,0,1640
213500,3,7,1150,0,1630
250000,2,7,1030,480,1490
357000,4,7,870,0,930
425000,4,8,1280,0,1470
571000,3,9,2600,0,2660
588000,4,7,1190,840,1950
275000,3,7,1930,0,1580
565000,3,10,3210,0,2870
460000,4,7,1370,600,1880
603500,3,9,2150,1910,2750
490600,3,9,3316,0,3000
1.01E+06,5,6,1460,0,2554
500000,4,7,2100,0,1720
249000,3,7,1830,0,1830
235000,4,7,1530,0,1960
410000,4,6,1490,0,2040
370000,3,7,860,0,1130
360000,3,7,1330,800,1840
1.41E+06,5,9,3580,0,3390
298000,3,8,2420,0,1880
485000,3,8,1370,530,2030
400000,3,7,1330,0,1950
580000,3,8,2150,0,2280
355000,3,8,1080,290,1340
650000,3,9,2430,0,2720
261490,4,6,1220,420,1060
347000,3,7,1010,0,1120
485000,3,7,1370,130,1500
601000,3,9,1180,560,1740
380000,3,8,1510,580,2690
565000,3,9,1850,0,2390
750000,3,9,2790,0,2900
291000,3,7,1190,290,1830
560000,4,9,2280,0,2330
725000,3,10,3180,0,2840
539000,3,7,2350,0,2300
470000,3,9,2710,1200,2650
264950,3,6,770,0,1060
200000,4,6,1080,700,1750
453500,5,7,1170,1130,2280
811000,3,9,2510,0,2440
425000,3,8,1410,0,1410
1.53E+06,4,9,2380,1870,3460
562000,3,8,1860,700,1990
281000,3,8,1760,0,1920
270000,3,8,2100,0,2730
205950,4,6,1490,0,1200
310000,3,6,870,0,990
350000,3,8,1260,0,1410
843500,4,8,2630,0,2670
370000,4,6,1160,790,1720
279000,3,7,1100,1100,1790
408000,4,7,1600,0,1780
392000,3,7,1230,0,1510
455000,5,6,1030,0,1550
310000,4,7,870,170,1760
323500,3,7,2240,0,1650
364500,3,6,800,800,1640
280000,4,7,1180,1010,2160
289900,3,7,1899,0,2000
585000,4,7,1580,290,1640
269000,4,7,1360,370,1730
280000,3,7,1860,0,1530
287000,3,7,1290,650,1900
183000,3,6,670,0,850
309000,3,7,1040,780,1820
920000,3,10,3810,0,3310
815241,3,8,2060,0,1740
405000,3,7,1140,380,1910
525000,3,9,3450,0,2570
150000,3,6,830,0,1100
240000,5,7,1020,860,1560
698000,5,7,1300,900,2320
440000,4,8,1800,0,2400
204000,3,6,1200,0,1200
875000,4,7,1220,1000,1800
650000,5,7,1380,0,1590
392500,4,7,1660,0,1230
400000,3,6,1310,1010,1750
653000,4,8,1420,1380,2140
452000,3,6,1210,0,1540
345000,3,8,2331,0,2441
350000,4,7,1320,500,1820
650000,3,8,2860,0,2290
525000,5,7,1750,1000,1900
840000,5,7,1750,1000,1900
1.33E+06,4,9,2280,0,2200
259950,3,7,1610,0,1960
998000,3,10,3150,610,3550
1.07E+06,4,9,2230,710,1580
1.91E+06,3,10,3140,1320,3130
190500,3,8,940,170,1380
465000,4,9,1280,1280,2760
370000,4,6,1060,0,2190
290000,3,8,2010,800,1940
350000,2,7,930,450,1320
740000,2,7,930,450,1320
460000,3,7,1970,590,1970
290000,4,7,1010,0,1370
475000,3,7,1790,0,1970
214000,3,7,1600,0,1600
455000,3,6,910,0,1520
275000,3,8,2497,0,2434
305000,4,7,1800,0,1490
449000,4,7,1470,1100,1990
366000,3,6,660,660,1190
348000,3,7,1670,0,2560
515000,3,8,2800,0,1880
950000,3,9,3360,0,3400
815000,4,8,2590,0,2590
199950,3,8,1530,0,1530
386000,4,7,1330,0,1590
273000,3,8,2160,0,2000
284000,3,8,1830,0,1830
399950,3,7,1070,400,1440
285000,3,5,590,560,1150
315000,3,7,1790,0,1610
250000,3,7,1120,580,1700
290000,3,7,1630,0,1320
725000,3,9,3420,0,2940
410000,3,7,1650,0,1940
855000,4,9,2810,0,3330
399900,3,8,2710,0,2520
852600,5,9,2650,670,2700
235000,3,6,720,0,920
230950,4,6,930,0,1240
230000,3,7,1490,0,1510
404763,3,8,1150,540,1690
245000,3,7,1720,0,1720
188000,4,7,1140,0,1600
626100,4,8,2280,0,2240
428750,4,7,900,200,1170
522000,4,8,1360,440,2370
684000,4,8,2500,0,1900
1.07E+06,3,8,1520,1430,2130
611206,3,8,1940,0,2560
350000,4,7,1140,140,1050
894000,3,9,3800,0,3170
420000,4,7,930,0,1770
400000,4,7,1020,910,2040
675000,3,10,1820,1160,2570
426000,3,8,2800,0,3740
750000,3,10,2300,890,2990
368000,4,7,1710,0,1890
342000,4,6,1120,860,1180
700000,3,7,1080,830,1750
848750,3,8,3160,0,1740
720000,3,7,1320,270,1620
525000,3,8,1890,0,1940
397900,3,7,1580,920,2060
405000,3,7,1230,510,1740
392800,5,7,1080,0,1220
394999,3,7,1330,400,1780
340000,3,7,2480,0,3220
482500,3,7,980,470,1510
812500,3,10,2750,0,3160
450000,4,8,1410,1410,1540
398000,3,7,1830,0,1860
1.08E+06,3,8,1550,0,2710
540000,3,7,840,800,1780
275000,3,6,860,860,1720
780000,3,8,2880,0,1720
225000,3,7,1220,0,1880
503045,3,9,1560,0,1610
249000,3,7,1090,0,1078
569950,3,7,1140,0,1630
450000,3,8,1040,0,1264
1.10E+06,5,9,1300,1280,2300
700000,3,7,1490,820,1580
454000,3,7,1590,0,1940
555000,3,7,1270,0,1700
214000,5,6,1240,0,1060
590000,3,8,2210,0,2340
459900,3,8,1510,830,2060
205000,3,7,920,500,1400
390000,4,7,1140,290,1310
970500,3,8,2470,0,2290
790000,3,8,2390,0,1850
320000,4,7,1120,0,1300
552500,4,8,1760,940,1580
1.05E+06,3,9,3170,320,2840
230000,3,7,1640,0,1340
680000,3,7,1110,510,2100
985000,5,8,1670,0,2100
375000,3,8,1870,0,2020
431000,4,6,1300,0,1480
463000,3,8,2190,0,2400
350000,3,7,1320,0,1310
485000,3,7,1250,0,1430
355000,4,7,1360,680,2310
603500,3,7,1070,1070,2280
860000,5,8,2010,500,2240
259875,3,7,2200,0,1850
685000,3,7,1220,950,2010
382500,3,8,2980,0,2980
490000,3,7,1180,0,1320
229000,4,6,1540,0,1490
430000,4,6,1540,0,1490
580000,3,8,1720,1390,2550
510000,3,8,1370,0,1180
489990,4,8,2440,0,2670
440000,3,7,1330,430,1150
479950,3,9,1750,1060,2810
806000,3,10,2500,0,3680
875000,3,10,3220,0,3220
710800,3,10,2880,0,3190
565000,3,8,2700,0,2740
359999,3,7,1870,810,1860
625000,4,7,920,860,1360
349950,3,8,2240,0,2190
415000,5,7,1610,0,1450
435000,3,9,960,480,1440
225000,3,7,1550,0,1080
770000,3,9,1720,0,2120
340000,3,7,1740,0,1810
965000,4,9,2050,1230,3060
667000,3,9,2216,0,2216
250000,2,6,820,280,1100
397990,4,7,1180,0,1540
535000,5,7,1370,650,1500
265950,4,6,1150,0,1160
258000,3,6,1200,890,1420
505500,3,8,1300,0,1320
455000,3,7,1340,900,1820
1.35E+06,3,10,2000,1540,2820
600000,3,8,1780,1060,2290
329800,3,8,2080,0,2580
222000,3,6,1550,0,1188
450000,3,7,1900,0,2040
952000,3,9,2120,640,1950
625000,3,8,1410,0,1240
226800,4,7,1240,0,1660
1.21E+06,3,11,3510,910,4220
350000,4,7,1970,1420,2530
395000,3,7,1400,0,1630
285000,3,7,1670,440,2110
553000,3,7,1310,0,2150
254000,4,7,1270,0,1700
348140,3,6,1190,870,1430
354950,5,8,1280,1250,2280
706000,5,7,1410,490,1350
499000,3,7,2910,0,2320
427500,4,7,1300,600,2080
439000,3,8,1980,900,2120
545000,3,9,2820,0,3330
842000,3,7,1620,0,1880
685000,3,9,3320,0,3170
665000,3,9,3770,0,3380
255000,5,6,1200,0,1660
565000,3,8,1240,890,1830
274000,3,7,1050,900,1660
260000,4,7,1510,410,1920
581000,4,7,1280,1230,1220
625000,4,7,1990,0,2100
220000,5,7,1230,0,1230
765000,3,9,3190,0,3190
1.33E+06,3,10,4170,1550,4300
700000,3,7,1210,1070,1610
351000,4,6,1550,0,1210
413565,3,8,1150,540,1690
363000,3,8,1341,310,1650
679000,4,8,1690,570,3080
473000,3,8,1510,0,1640
585888,4,7,1490,0,1700
405000,3,7,2220,0,1840
650000,3,8,1400,1400,3270
415000,4,7,1210,1000,2270
575000,3,8,1080,1070,2130
220000,3,7,1140,260,1970
610000,5,8,1580,870,2530
499950,3,7,760,220,1390
883000,3,9,2170,630,1430
436000,3,7,1240,0,2790
320000,3,8,1240,370,1270
425000,3,7,1240,270,2290
204700,3,7,1670,0,1640
384000,4,7,1200,1120,1160
314000,4,7,1900,0,1620
535000,3,9,2390,0,2390
568000,4,8,2110,0,2110
426000,4,7,810,660,1290
675000,5,8,1630,1040,2400
380000,3,8,1870,670,2290
685000,4,8,2970,480,1880
429000,3,7,1700,0,2480
799000,3,7,1500,310,860
318500,3,7,1030,520,1550
925000,3,9,2630,1480,2640
420000,3,7,1300,780,1860
570000,3,7,1100,0,1590
1.05E+06,5,8,3950,0,2350
333000,4,7,1250,0,1350
1.36E+06,3,8,2120,500,1830
660000,4,9,2290,0,2260
350000,3,7,3500,0,1550
682500,3,7,3500,0,1550
399990,5,7,970,720,1240
860000,4,8,3000,1500,2780
216180,3,6,1120,0,2180
300000,5,8,1740,0,1680
145000,3,7,1010,0,1150
255000,3,7,1010,0,1150
250000,3,6,1200,0,2150
245000,3,7,1020,0,1290
445000,4,8,1850,0,1970
562000,4,7,1830,0,1310
501000,3,7,1160,910,1730
190000,4,6,1160,0,1110
862500,3,10,3280,0,3490
1.09E+06,4,10,2340,0,2350
575000,3,9,2690,1000,2590
250000,4,6,720,0,1860
310000,4,7,2660,0,1710
1.40E+06,3,10,2910,1390,2780
284850,3,7,1090,500,1950
570000,3,9,2590,0,2110
304000,3,7,1000,720,1690
560000,4,8,1240,550,1790
325000,3,7,1090,500,1540
557510,3,7,1580,0,1580
305000,4,9,1620,960,2140
320000,4,5,1740,0,2760
455000,4,8,2790,680,2020
383001,4,7,1180,0,1700
545000,5,6,1700,0,1100
487500,3,7,1190,0,1600
345000,3,8,2450,0,1940
583000,4,8,1650,980,2250
534950,3,8,2130,0,2130
403504,3,6,950,110,1790
500000,3,7,1480,0,1480
319502,3,7,1610,0,1930
525000,3,8,1750,690,1920
563000,3,8,2400,700,2000
898500,3,8,1990,900,1080
651000,4,10,3240,0,2090
450000,3,7,2040,860,1340
665000,4,8,1610,1040,2290
825000,5,8,1610,950,1760
200000,4,6,1150,0,1310
295000,3,7,1760,0,2590
748000,3,10,3220,0,2720
580000,2,9,2660,540,3200
275000,3,6,1250,0,1500
196000,4,6,1000,0,1020
235750,2,6,740,0,1390
315000,3,8,2170,0,2080
338000,3,8,2370,0,2200
353000,3,8,2300,0,2390
235000,3,7,1400,0,1400
569999,3,9,3080,0,2780
505000,3,8,2350,0,2090
1.23E+06,3,8,1820,840,2350
299000,4,7,1250,0,1910
240000,3,7,1100,0,1620
1.96E+06,4,8,1940,1390,3730
1.27E+06,5,9,1960,1680,1940
405000,3,7,1350,0,1370
304000,4,7,1310,0,1320
272000,3,7,1800,0,1810
412000,3,6,690,570,1250
698000,3,9,2990,0,3160
400000,3,7,1140,0,1230
305000,3,8,2100,0,2180
585000,4,7,2400,0,1830
190000,3,7,960,440,1450
760000,3,10,2990,0,3250
570000,3,8,1930,0,1930
144000,3,6,980,0,1140
139000,4,5,690,0,1140
525000,4,7,1130,300,1570
293000,3,6,1110,0,1230
267100,3,7,1030,220,1250
1.50E+06,3,10,2830,640,3090
240000,4,7,1500,0,1530
975000,3,9,2530,0,2380
279950,4,7,1460,690,1710
405000,4,7,1260,0,1360
400000,3,9,2740,0,2500
225000,4,5,960,0,1150
250000,4,7,1120,400,1740
272950,4,7,1180,390,1570
625000,3,9,3240,0,3240
670000,4,7,1280,0,2010
1.07E+06,5,9,2130,0,1970
540000,5,8,1420,550,2140
525000,3,9,2990,0,2790
425000,3,7,1160,0,1440
465500,3,7,1290,600,1440
443500,3,7,2170,0,2440
350000,4,7,1570,0,1700
850000,4,9,3260,0,2520
205000,3,8,1250,0,1250
315000,4,8,1140,800,1920
470000,3,8,2150,0,2490
1.10E+06,4,9,1660,1650,3450
340000,3,7,2050,1350,2320
310000,4,8,1740,920,2280
305000,3,7,950,0,1240
307150,4,7,1480,0,1450
729032,4,9,1780,1060,2840
750000,3,8,2020,1220,2730
289000,3,7,1961,0,1961
480000,3,7,1100,0,1560
529000,3,8,1500,0,1920
585000,4,7,1140,340,1810
704000,5,8,2050,460,2200
607000,5,7,1490,0,1510
580000,3,8,1810,380,2190
875000,4,8,2530,0,2480
610000,4,8,1560,880,2260
230000,3,6,1040,0,1410
510000,3,8,2450,0,2450
733000,3,7,1370,840,1970
169100,4,7,1050,0,1690
250000,4,7,1050,0,1690
500000,3,8,2730,0,2730
700000,3,8,1320,300,1820
379000,3,8,2410,0,2300
650000,3,9,3420,0,3340
412133,3,7,920,0,1560
480000,3,8,1740,590,2330
650000,3,7,1940,0,2720
505000,3,8,1900,0,1350
931088,4,9,1930,1580,2730
570000,4,8,1860,0,1860
475000,4,6,1380,0,1790
240000,3,7,1310,900,1850
462000,4,8,1590,1050,2390
1.12E+06,5,8,3220,1310,3100
243000,2,6,1500,0,1730
660000,4,8,2010,0,1930
1.19E+06,4,8,1040,1040,2030
1.68E+06,3,11,5584,0,5030
6.89E+06,3,13,8860,1030,4540
368000,3,7,2080,0,2080
811500,3,9,2860,1110,3480
275000,5,6,770,0,770
650000,3,9,2500,0,2680
485000,3,7,2410,0,1900
425000,4,7,1340,0,2520
530000,3,8,1550,1090,2120
657000,3,8,1370,1370,2740
315000,3,7,1080,500,1740
273000,4,6,1280,900,2420
550000,5,8,1240,720,2040
347000,3,8,1270,290,1560
525000,4,7,1240,1200,1780
490000,3,8,840,150,1350
500000,3,8,2210,0,1450
585000,3,9,3080,0,3080
926500,3,9,1750,1150,2900
465000,3,7,1020,0,1670
200000,3,7,1900,0,1280
1.68E+06,3,12,4500,1270,4470
220500,2,6,990,0,2090
329000,2,6,990,0,2090
715000,3,8,2080,0,2080
780000,3,8,2080,0,2080
410000,3,7,1050,430,1310
778100,3,7,1050,430,1310
406000,4,7,1090,0,1570
665000,3,8,1660,1140,2580
305000,4,7,1000,0,1620
265000,3,7,1640,0,1850
485000,3,7,1620,0,1760
600000,4,9,1860,600,2870
510000,3,7,1060,800,1710
195000,4,8,1080,0,1090
432500,3,7,1270,710,1400
490000,4,7,1220,290,1950
270000,4,7,1690,0,1410
370000,3,7,1010,0,1480
327500,3,8,2090,0,2090
826000,3,7,1060,0,1730
510000,3,7,1750,0,1170
587750,3,7,890,0,1330
449228,3,8,1650,1370,2930
565000,3,9,2030,0,1870
660000,3,9,3170,0,3250
400000,5,8,1250,1220,2140
612500,3,7,1030,1030,1280
560000,5,7,1060,1060,1410
727000,5,8,1520,660,1850
224000,4,7,2300,0,940
1.08E+06,3,11,4200,0,3540
439000,3,7,1220,260,1660
335000,2,7,1480,760,1920
779000,4,8,1370,1370,2160
452000,3,6,1830,0,2010
775000,4,7,2000,0,1670
235000,3,7,1380,0,1380
370000,4,7,1620,0,2190
790000,4,9,3180,0,3110
903000,4,6,1140,0,2020
209950,4,6,970,0,970
309000,3,7,1780,0,1670
440000,3,7,1120,1120,1710
571500,3,8,1860,950,2020
514000,4,7,920,0,1300
323000,3,7,1200,630,1830
290000,3,8,1560,0,2050
2.58E+06,3,11,4280,1260,3570
1.36E+06,3,10,2310,0,2950
551000,3,7,1470,0,1470
960000,5,10,3430,0,3700
720000,3,9,2900,0,2910
218000,3,8,1320,530,1940
334950,3,8,2190,0,2040
605000,4,9,2510,0,2510
825000,3,9,2390,810,1830
268500,4,8,1670,0,1720
230000,5,7,1010,0,1320
1.34E+06,3,10,3260,1790,3370
245500,3,7,1430,0,1430
440000,3,7,1280,600,1820
571500,4,8,2180,0,2060
182500,3,7,1830,0,1670
217000,3,6,970,0,1020
335000,5,6,1170,0,1170
501000,5,7,1010,0,1680
339950,3,8,1290,850,2090
340000,3,8,1630,600,1730
582500,3,6,1140,0,2940
298800,3,6,860,0,1180
317500,3,8,1340,1200,1900
598000,5,7,1550,870,1740
375000,3,8,1640,0,1640
465000,4,9,2550,0,2550
551870,3,8,2507,0,1520
295000,3,8,1920,0,2310
263500,3,8,1640,570,2070
1.10E+06,5,8,2630,900,2340
300000,5,6,1100,0,980
780000,3,8,2190,1200,2030
325000,3,7,1590,0,1590
370000,3,7,820,0,1640
715000,5,8,1660,710,2480
356000,5,7,1600,0,1260
329950,3,8,1740,0,1680
490000,3,8,1080,390,1640
429000,3,8,1410,0,1410
510000,4,7,1620,0,1480
550000,3,7,2360,0,2290
467500,4,7,1830,0,1670
615000,5,7,1270,860,1710
325000,4,6,990,0,1300
219950,3,6,1010,0,1200
950000,4,7,1720,0,3200
925000,4,8,1630,0,1710
251200,3,7,1060,250,1260
215000,4,6,1610,0,1060
245000,4,7,1180,670,1790
259000,3,6,980,290,1270
349950,3,7,1420,0,1560
1.57E+06,3,11,5220,0,4190
600000,3,7,1020,390,1300
405000,3,8,1170,0,1290
625000,3,8,1860,0,1530
430000,3,7,1620,0,2190
533000,3,8,1280,0,1300
1.05E+06,3,10,2750,0,2750
230000,3,5,710,710,1960
275000,5,7,1010,990,1490
403000,4,7,1100,0,1240
550388,5,7,1720,0,2740
415500,3,7,1240,0,1640
913000,4,7,1110,1060,1890
334998,3,6,900,900,1570
201500,4,7,1160,0,1480
820000,3,10,3030,0,3370
371000,3,7,890,0,1630
229950,5,7,1240,910,1610
344900,5,7,1240,910,1610
840000,3,8,2060,0,1240
285000,4,7,1380,0,1600
475000,3,7,1230,570,2260
420000,3,6,1460,0,1460
685000,3,7,1710,500,1920
879000,3,10,3590,0,2790
197200,3,6,990,150,1300
529950,5,7,1240,0,1240
1.09E+06,3,11,4340,0,2720
792000,3,8,1570,0,2070
262000,4,7,1680,0,1680
353900,5,6,780,780,1320
380000,3,7,1200,0,1480
305000,3,7,1690,0,1830
440000,3,7,1430,880,1630
1.01E+06,3,9,2060,590,1470
549900,3,8,3610,0,3610
678500,3,8,2620,0,2060
270000,3,7,1160,600,1290
430000,4,7,940,0,1920
1.93E+06,4,11,3710,1120,4470
790500,3,9,3350,0,3625
447450,3,8,1570,0,1620
375000,3,7,1630,610,1470
565000,4,7,1950,0,1920
400000,4,6,810,200,1580
246000,4,8,1300,330,1960
329922,3,7,1100,320,1460
1.25E+06,3,10,2100,1850,3860
375000,4,6,1210,0,1260
385000,3,7,1230,660,1380
591500,4,7,1140,550,1600
255000,4,7,1350,1210,1790
275000,3,7,1350,0,1510
800000,3,9,3120,0,3200
327000,3,7,1140,0,1320
355000,4,7,1220,1010,2170
310000,4,6,780,270,1340
869000,4,8,2880,1300,3170
272000,5,7,1200,0,1190
665000,3,9,3320,0,1580
225000,3,7,1590,0,1750
375000,3,9,2750,0,2700
375500,3,8,1530,0,2150
550000,3,7,920,650,1570
248000,3,7,1220,250,1470
546940,3,7,1220,250,1470
680000,3,9,3150,0,3150
350000,3,8,2380,0,2170
593000,3,8,1810,190,1970
390000,3,7,1140,0,1260
297000,4,7,1340,0,1660
355000,4,7,1450,0,1440
309900,3,7,2020,0,1680
257000,3,7,1810,0,1720
1.70E+06,4,9,3600,0,2620
300000,3,7,1260,0,1590
500000,3,8,1560,0,1560
900000,3,8,2010,2010,1560
695000,3,9,3150,0,2970
213400,3,7,1680,0,1680
425000,3,7,1020,300,1620
420000,4,9,1570,1130,2260
411000,3,7,1080,0,1620
762500,3,9,3130,0,3130
569950,3,10,4850,0,1640
258000,5,6,1220,0,1460
499000,3,8,1780,0,1770
310000,4,7,1250,0,1520
398500,3,8,1350,430,1390
250600,3,7,1120,810,1830
352000,3,7,1420,1050,1670
600000,3,7,940,240,2700
645000,4,7,1170,1100,1860
291500,3,7,1770,0,2080
350000,4,8,2150,100,2150
279000,3,7,1080,460,1220
320000,3,6,820,0,1370
495000,3,8,1580,0,1560
490000,3,7,1450,980,2000
770000,4,8,2160,0,1450
215000,3,8,1770,0,2300
665000,3,9,3580,0,2880
423500,3,7,1190,700,1660
850000,3,9,1910,0,1280
155000,3,6,910,0,1070
505000,3,7,1460,0,1850
780000,3,9,3310,0,3310
165000,3,7,1630,0,1620
707000,5,8,1330,800,1750
497000,3,8,1220,0,1220
349170,3,7,1070,600,1660
287000,3,7,1300,0,1730
2.38E+06,3,10,3220,0,4200
645000,5,8,1670,760,2140
238000,3,7,2240,0,2180
328000,3,7,2240,0,2180
365000,3,8,700,90,1370
380000,4,7,1380,0,1360
525000,3,7,1680,0,1830
402000,5,7,1650,350,2000
308000,3,7,860,820,1590
405000,3,7,1960,0,2320
808000,3,8,2590,0,2340
875000,3,9,3790,0,3370
860000,4,8,2370,0,2590
367500,3,8,1300,630,1930
604000,3,8,1290,1290,2020
230000,3,6,890,0,1270
435000,3,7,1410,750,2060
347500,3,7,1970,0,1970
525000,3,7,1030,540,1560
280000,4,7,1480,0,1520
490000,4,7,1480,0,1520
265000,5,6,1430,0,1030
645000,4,8,2000,720,2720
390000,4,8,1750,670,2040
267500,3,7,1120,280,1530
1.28E+06,3,11,5844,0,3413
404000,3,7,960,880,1840
380000,3,8,2530,0,2480
812500,4,9,1810,1000,2710
265000,5,7,1020,0,1070
480000,5,8,1390,1160,2450
264000,3,6,710,0,900
1.35E+06,3,10,5530,0,3800
550000,4,7,1110,1040,2040
615000,3,7,880,0,1220
464000,3,8,1630,0,2260
365000,3,8,1380,0,2350
490000,3,8,1680,1120,2260
280927,4,8,2070,0,2080
282613,4,6,830,0,1340
675000,3,10,2770,0,3290
575550,3,8,1440,620,2280
259900,4,7,1490,0,1540
450000,3,8,2120,0,2150
487500,3,9,2810,0,2850
275000,4,7,2400,0,1610
305000,3,8,2460,0,2740
395000,4,8,2030,0,2570
215000,4,6,880,0,1020
410000,4,7,1320,0,1620
440000,4,7,1390,770,2190
1.16E+06,3,11,4190,0,3300
500000,4,7,2280,0,1100
961000,3,8,2590,0,1390
825000,4,9,2770,0,3010
734000,5,8,2145,0,1140
490000,3,7,3680,800,2190
175000,3,7,1780,0,1630
190000,3,6,720,0,1240
305000,4,7,2050,0,1620
1.30E+06,5,8,1680,360,2300
417000,3,6,920,0,1510
275000,2,5,680,0,1070
661000,3,8,1940,0,2070
435000,3,8,1320,910,2100
788000,3,8,1910,1000,2400
1.80E+06,3,10,4010,1260,3550
408000,3,7,2320,500,1560
570000,4,8,1490,300,1458
1.54E+06,3,9,2120,800,2470
400000,3,7,840,0,1630
247000,4,8,1820,0,2210
453000,3,7,1100,450,1560
235000,4,6,650,620,1270
675000,5,7,1620,840,1760
516200,5,6,1080,1030,1170
650000,3,6,920,0,1746
257100,4,7,1000,500,1490
457000,3,8,1440,0,1510
540000,4,7,1060,550,1610
268000,4,8,1970,0,1970
300000,3,7,1150,0,1350
380000,4,8,1590,520,1960
725000,3,9,3580,0,3090
249000,3,7,1000,0,2450
274000,3,7,1400,280,1680
1.78E+06,3,10,3950,0,3000
396500,3,8,1350,1040,1710
460000,4,7,1240,580,1400
277000,4,7,1100,0,1570
449500,3,7,1270,1010,1760
785950,3,7,1540,990,1640
545000,3,8,1440,500,2830
244000,4,7,1360,0,1390
165000,3,7,1660,0,1740
435000,3,7,800,0,1410
642000,3,10,2670,0,2740
340000,3,7,1720,0,1720
730000,4,9,3550,0,3350
563250,5,7,800,570,2270
675000,3,8,2820,0,2820
620000,3,8,1280,340,1880
275000,3,7,950,340,1290
270000,3,7,1830,0,2150
325000,3,8,2040,0,2420
476100,3,7,1600,250,1770
700000,4,8,1300,0,2420
220000,4,7,1620,0,1500
236000,3,7,1560,0,1730
790000,4,9,1700,900,2380
350000,3,7,1210,800,2460
130000,3,6,780,0,780
283200,3,8,1982,0,2340
273000,3,6,890,610,1210
599000,4,8,1330,1130,2460
460000,3,8,1510,1170,2680
1.16E+06,4,10,4910,950,3320
385000,3,7,860,860,1790
264250,3,6,1420,0,1290
608000,3,8,1640,120,1760
450000,4,9,2790,0,2550
1.76E+06,3,9,2360,0,2260
339950,4,7,1890,0,1170
760000,4,8,3810,0,1830
350000,3,7,860,300,1664
541500,4,8,2320,0,2400
730000,4,7,1910,1370,2550
215000,2,6,980,0,1840
420000,4,7,1640,0,1680
655000,3,8,1440,620,2180
240000,4,7,1500,0,1610
730000,5,7,1260,1100,1720
390000,3,7,1940,0,1380
473000,4,7,1280,0,1240
698000,3,10,3630,0,1620
511000,3,9,1820,0,2720
358000,3,7,960,0,1290
499990,4,7,1060,570,1630
322000,3,7,1360,580,1940
201000,3,7,980,0,1580
765000,3,9,2570,570,2530
920000,5,9,1710,1170,1640
360000,4,7,860,790,1410
297300,3,8,1980,0,2080
399000,4,6,860,0,2136
400000,4,7,1430,0,1720
230000,4,6,1260,0,1190
290000,4,7,960,0,970
323800,3,8,2060,0,2250
574500,4,9,1430,0,1220
505000,3,8,1220,450,1670
372500,4,7,880,0,1450
425000,3,7,1300,0,1590
446250,3,9,2380,0,2400
330000,4,4,520,0,1170
608095,3,9,2680,0,2840
550000,3,8,1320,820,1980
265000,3,7,1820,0,2120
399888,4,7,1320,500,1550
430000,5,7,850,200,1080
554990,3,8,2100,0,2250
359950,3,8,2210,0,2250
